,Club,League,Age,National,Height,Main_position,Foot,Market_Value,Months_left,Start_app,Sub_app,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Market_Value_log,Card,Position_Group,Continent,Continent_Grouped,Club_Group
1255,Athletic Bilbao,Laliga,27,Spain,190,Goalkeeper,right,28.0,49.0,16.0,0.0,1440.0,0,0,0,0,0.0,65.7,0.3,0,6.67,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,25.7,5.6,8.8,11.3,0.1,0.1,0.1,2.5,0.1,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367295829986474,0,Phòng ngự,Europe,Europe,Upper Tier
1256,CD Leganés,Laliga,28,France,175,Right-Back,right,3.0,1.0,26.0,4.0,2440.0,1,2,8,0,0.5,79.5,0.8,0,6.79,1.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.8,0.3,0.0,4.2,0.8,0.7,1.5,0.6,1.4,0.0,0.0,0.0,0.0,1.7,0.4,0.1,0.3,0.3,29.2,1.1,2.6,22.1,3.4,0.9,0.7,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,2.3,0.8,3.1,1.3862943611198906,8,Phòng ngự,Europe,Europe,Lower Tier
1257,RCD Mallorca,Laliga,25,Spain,182,Right Winger,right,2.5,1.0,1.0,16.0,285.0,2,0,1,0,0.2,89.0,0.1,0,6.21,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.3,0.1,0.4,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,4.8,0.1,0.0,4.2,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.1,0.6,1.252762968495368,1,Tiền đạo,Europe,Europe,Bottom Tier
1258,RCD Mallorca,Laliga,31,Kosovo,194,Centre-Forward,left,8.0,25.0,20.0,4.0,1752.0,7,2,1,2,2.1,63.0,5.1,2,6.78,8.6,5.1,3.5,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.1,1.4,0.7,0.3,1.0,1.5,1.0,0.3,0.1,0.2,0.0,0.3,1.0,0.0,1.0,0.8,16.7,0.4,0.2,10.1,6.0,2.0,0.9,0.0,0.0,0.0,0.0,2.1,0.1,0.3,1.7,0.3,0.1,0.4,2.1972245773362196,5,Tiền đạo,Europe,Europe,Mid-Tier
1259,Celta de Vigo,Laliga,38,Spain,190,Goalkeeper,right,0.8,1.0,29.0,0.0,2610.0,0,0,0,0,0.0,79.0,0.3,1,6.53,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,2.8,4.6,14.8,0.1,0.1,0.0,2.2,0.1,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5877866649021191,0,Phòng ngự,Europe,Europe,Bottom Tier
1260,Girona FC,Laliga,27,Ukraine,178,Right Winger,left,22.0,25.0,18.0,4.0,1499.0,2,4,1,0,1.2,83.0,0.3,1,6.64,1.0,0.3,0.7,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.5,0.7,0.5,1.1,1.1,0.5,0.1,0.0,0.0,0.0,0.5,1.2,0.5,0.7,0.1,26.5,0.4,0.3,21.5,4.2,1.1,1.0,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.7,0.7,0.4,1.1,3.1354942159291497,1,Tiền đạo,Europe,Europe,Mid-High Tier
1261,Real Madrid,Laliga,24,Brazil,176,Left Winger,right,200.0,25.0,22.0,5.0,2046.0,11,5,8,1,2.9,78.9,0.0,4,7.24,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.3,0.0,0.0,3.8,2.9,6.6,2.4,1.0,0.4,0.1,0.3,0.0,0.1,2.0,0.3,1.7,0.4,27.3,1.3,0.6,20.3,5.1,2.3,1.6,0.0,0.0,0.0,0.0,2.9,0.9,0.2,1.8,0.7,0.5,1.2,5.303304908059076,10,Tiền đạo,American,Other,Top Tier
1262,UD Las Palmas,Laliga,27,Spain,172,Right-Back,right,2.5,25.0,19.0,6.0,1665.0,0,2,5,0,0.1,84.0,0.6,0,6.61,1.4,0.6,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.8,0.2,0.0,1.6,0.4,0.3,0.7,1.1,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.1,0.4,0.0,23.0,0.9,1.2,18.5,2.5,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.6,0.5,3.1,1.252762968495368,5,Phòng ngự,Europe,Europe,Bottom Tier
1263,RCD Espanyol Barcelona,Laliga,27,Morocco,187,Centre-Forward,right,3.0,1.0,5.0,15.0,608.0,1,1,2,0,0.5,72.3,0.7,0,6.19,2.0,0.7,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.0,0.3,0.7,0.2,0.9,1.2,1.4,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.3,0.4,4.7,0.1,0.1,3.4,1.2,1.3,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.3,0.1,0.3,1.3862943611198906,2,Tiền đạo,Africa,Africa,Lower Tier
1264,Real Betis Balompié,Laliga,33,Portugal,187,Defensive Midfield,right,2.0,13.0,4.0,5.0,327.0,0,0,0,0,0.3,86.1,0.7,1,6.34,1.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.4,0.1,0.3,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,27.2,1.2,1.2,22.2,2.6,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.4,0.2,0.7,1.0986122886681098,0,Tiền vệ,Europe,Europe,Bottom Tier
1265,Celta de Vigo,Laliga,21,Sweden,187,Left Winger,right,5.0,25.0,13.0,14.0,1147.0,3,3,1,0,1.0,75.3,0.3,1,6.4,0.8,0.3,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.3,1.1,0.3,1.4,1.0,0.6,0.1,0.0,0.1,0.0,0.1,0.4,0.0,0.4,0.3,11.3,0.3,0.3,8.2,2.5,1.6,0.5,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.7,0.7,0.2,0.9,1.791759469228055,1,Tiền đạo,Europe,Europe,Lower Tier
1266,Villarreal CF,Laliga,20,France,192,Centre-Back,right,4.0,49.0,11.0,3.0,924.0,0,0,1,1,0.3,87.8,1.0,0,6.29,2.1,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.1,2.9,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.0,32.7,2.6,2.8,26.1,1.2,0.5,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.9,0.1,1.0,1.6094379124341003,3,Phòng ngự,Europe,Europe,Lower Tier
1267,FC Barcelona,Laliga,35,Poland,195,Goalkeeper,right,1.0,1.0,13.0,0.0,1170.0,0,0,0,0,0.0,88.1,0.1,0,6.71,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,2.0,3.0,21.3,0.2,0.0,0.0,1.4,0.1,1.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6931471805599453,0,Phòng ngự,Europe,Europe,Bottom Tier
1268,Girona FC,Laliga,27,Venezuela,184,Central Midfield,right,20.0,25.0,23.0,2.0,1927.0,4,3,9,1,1.3,84.2,1.8,4,6.83,3.4,1.8,1.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,0.4,0.0,1.6,1.0,0.7,1.7,2.4,2.4,0.2,0.0,0.2,0.0,1.1,0.7,0.0,0.6,0.2,35.4,1.2,1.2,28.6,4.4,1.8,1.2,0.0,0.0,0.0,0.0,1.3,0.4,0.1,0.9,2.2,1.0,3.2,3.044522437723423,11,Tiền vệ,American,Other,Mid-High Tier
1269,Valencia CF,Laliga,20,Poland,192,Centre-Back,left,12.0,25.0,9.0,5.0,940.0,0,0,1,0,0.2,81.5,1.7,0,6.6,2.6,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.8,0.1,0.0,3.6,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,1.8,0.2,0.1,0.1,0.0,32.9,2.1,2.7,24.6,3.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,1.4,0.3,1.7,2.5649493574615367,1,Phòng ngự,Europe,Europe,Mid-Tier
1270,Getafe CF,Laliga,20,Spain,192,Central Midfield,right,1.0,1.0,5.0,12.0,320.0,0,0,5,0,0.1,69.8,0.1,0,6.07,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.2,0.4,0.0,0.4,0.3,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.2,0.1,0.4,4.2,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.7,0.2,0.9,0.6931471805599453,5,Tiền vệ,Europe,Europe,Bottom Tier
1271,Athletic Bilbao,Laliga,30,Spain,182,Centre-Back,right,7.5,13.0,18.0,1.0,1601.0,1,0,4,0,0.4,84.5,2.2,3,6.98,3.9,2.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.2,0.0,5.4,0.2,0.3,0.4,0.7,0.6,0.1,0.0,0.1,0.0,1.7,0.2,0.1,0.1,0.0,54.6,4.0,4.6,42.2,3.8,0.5,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,1.3,0.3,1.6,2.1400661634962708,4,Phòng ngự,Europe,Europe,Mid-Tier
1272,Villarreal CF,Laliga,22,Spain,172,Right Winger,right,30.0,25.0,21.0,9.0,1672.0,3,5,10,0,0.8,77.8,0.4,1,6.66,0.8,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,1.1,0.3,0.0,0.5,0.9,0.6,1.6,0.9,1.5,0.1,0.0,0.1,0.0,0.3,1.1,0.1,1.0,0.5,18.5,0.4,0.3,14.0,3.8,1.6,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.7,1.7,0.9,2.6,3.4339872044851463,10,Tiền đạo,Europe,Europe,Upper Tier
1273,Celta de Vigo,Laliga,21,Spain,185,Centre-Back,right,0.2,25.0,4.0,0.0,301.0,0,1,0,0,0.0,93.1,0.5,0,6.39,1.3,0.5,0.8,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.0,2.8,0.3,0.3,0.5,1.0,2.5,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.0,0.0,58.0,2.0,1.5,52.0,2.5,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,1.8,0.18232155679395465,0,Phòng ngự,Europe,Europe,Bottom Tier
1274,Real Betis Balompié,Laliga,32,Senegal,173,Right-Back,right,2.0,13.0,18.0,2.0,1485.0,0,1,1,0,0.2,87.8,0.5,0,6.52,1.1,0.5,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.8,0.1,0.0,1.7,0.5,0.4,0.9,0.6,0.8,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.5,0.1,36.5,0.5,1.1,31.6,3.4,1.3,0.6,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.2,1.8,0.4,2.2,1.0986122886681098,1,Phòng ngự,Africa,Africa,Bottom Tier
1275,Athletic Bilbao,Laliga,35,Spain,181,Left-Back,left,1.5,1.0,18.0,8.0,1681.0,0,2,4,0,0.5,86.0,0.8,0,6.63,1.5,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.7,0.2,0.0,1.8,0.3,0.2,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.8,0.7,0.0,0.6,0.1,35.9,1.6,1.5,29.2,3.5,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.2,0.4,1.7,0.9162907318741551,4,Phòng ngự,Europe,Europe,Bottom Tier
1276,CD Leganés,Laliga,28,Cameroon,180,Defensive Midfield,right,2.5,1.0,25.0,2.0,2170.0,1,1,13,0,0.5,87.0,0.9,1,6.6,1.6,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.0,0.5,0.0,1.3,0.7,0.7,1.4,1.8,1.2,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.4,0.0,36.9,1.5,1.0,30.6,3.8,1.0,0.8,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,2.0,0.8,2.7,1.252762968495368,13,Tiền vệ,Africa,Africa,Bottom Tier
1277,Girona FC,Laliga,21,Colombia,176,Right Winger,left,18.0,61.0,12.0,10.0,1122.0,3,0,2,0,1.5,80.2,0.2,1,6.57,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.1,1.4,1.2,2.5,0.9,0.5,0.1,0.0,0.0,0.1,0.2,0.9,0.3,0.6,0.0,20.9,1.1,0.6,15.6,3.5,1.6,0.6,0.0,0.0,0.0,0.0,1.5,0.9,0.0,0.6,0.6,0.4,1.0,2.9444389791664403,2,Tiền đạo,American,Other,Mid-High Tier
1278,Villarreal CF,Laliga,23,Spain,174,Left Winger,right,50.0,37.0,26.0,1.0,2261.0,6,7,8,0,2.2,73.8,0.6,3,7.22,1.3,0.6,0.7,0.1,0.0,0.0,0.0,0.1,0.3,0.1,0.3,1.0,0.3,0.0,0.4,1.2,0.7,1.9,1.4,1.4,0.2,0.1,0.1,0.0,0.8,3.1,1.0,2.1,0.1,34.3,2.1,1.9,23.1,7.1,1.4,1.1,0.0,0.0,0.0,0.0,2.2,1.1,0.1,1.0,1.0,0.9,1.9,3.9318256327243257,8,Tiền đạo,Europe,Europe,Top Tier
1279,UD Las Palmas,Laliga,30,Spain,187,Left-Back,left,1.2,13.0,16.0,3.0,1306.0,3,0,3,0,0.4,81.8,1.2,2,6.61,2.3,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.2,0.0,3.1,0.4,0.1,0.4,0.6,1.4,0.2,0.0,0.2,0.0,0.8,0.4,0.0,0.4,0.1,30.4,0.8,1.7,24.1,3.8,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.3,1.9,0.9,2.8,0.7884573603642702,3,Phòng ngự,Europe,Europe,Bottom Tier
1280,Real Sociedad,Laliga,30,Spain,191,Goalkeeper,right,25.0,25.0,32.0,0.0,2880.0,0,0,0,0,0.0,70.4,0.3,1,6.6,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,6.4,9.1,16.1,0.3,0.1,0.0,2.5,0.1,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.258096538021482,0,Phòng ngự,Europe,Europe,Upper Tier
1281,Getafe CF,Laliga,25,Spain,178,Right Winger,right,3.0,25.0,13.0,6.0,1037.0,0,1,4,0,0.8,68.8,1.0,0,6.31,2.5,1.0,1.5,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.2,0.0,0.6,2.1,1.1,3.2,1.4,1.3,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.4,0.4,11.6,0.3,0.6,7.7,3.0,2.8,1.2,0.0,0.0,0.0,0.0,0.8,0.3,0.1,0.4,1.1,0.8,1.9,1.3862943611198906,4,Tiền đạo,Europe,Europe,Lower Tier
1282,UD Las Palmas,Laliga,32,Spain,180,Centre-Back,right,1.0,13.0,27.0,0.0,2240.0,0,0,12,0,0.1,86.3,0.9,0,6.3,2.5,0.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.4,0.0,3.5,0.1,0.0,0.1,0.8,0.9,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.0,45.0,2.2,3.6,36.7,2.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.4,0.3,1.7,0.6931471805599453,12,Phòng ngự,Europe,Europe,Bottom Tier
1283,RCD Espanyol Barcelona,Laliga,28,Spain,175,Central Midfield,right,2.0,1.0,4.0,11.0,427.0,0,1,3,0,0.6,80.1,0.2,0,6.14,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.2,0.0,0.3,0.2,0.3,0.5,0.5,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,15.1,1.1,0.8,10.9,2.2,0.6,0.3,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.1,0.3,0.4,0.7,1.0986122886681098,3,Tiền vệ,Europe,Europe,Bottom Tier
1284,Athletic Bilbao,Laliga,25,Spain,175,Left Winger,right,8.0,49.0,6.0,9.0,574.0,1,0,1,0,0.9,68.5,0.6,0,6.3,1.7,0.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.2,1.2,0.8,2.0,0.8,1.1,0.1,0.0,0.1,0.0,0.1,0.3,0.1,0.2,0.3,5.9,0.3,0.1,3.8,1.7,1.6,0.7,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.5,0.5,0.1,0.6,2.1972245773362196,1,Tiền đạo,Europe,Europe,Mid-Tier
1285,Sevilla FC,Laliga,27,Spain,185,Goalkeeper,right,2.5,1.0,7.0,1.0,656.0,0,0,2,0,0.0,60.1,0.1,0,6.29,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,33.5,6.1,13.3,14.0,0.1,0.0,0.0,2.1,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.252762968495368,2,Phòng ngự,Europe,Europe,Bottom Tier
1286,Rayo Vallecano,Laliga,32,Spain,167,Left Winger,both,2.5,37.0,24.0,7.0,2192.0,3,5,4,0,1.8,70.8,0.2,2,6.6,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,1.0,0.1,0.0,1.0,0.5,0.3,0.8,0.6,0.5,0.1,0.0,0.1,0.0,1.0,1.4,0.0,1.4,0.4,20.8,0.7,1.2,14.0,4.9,1.6,0.4,0.0,0.0,0.0,0.0,1.8,0.5,0.1,1.3,1.0,0.5,1.5,1.252762968495368,4,Tiền đạo,Europe,Europe,Bottom Tier
1287,Real Sociedad,Laliga,29,Spain,176,Right-Back,right,1.2,49.0,0.0,2.0,42.0,0,0,1,0,0.0,70.8,0.5,0,6.05,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,8.5,3.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.7884573603642702,1,Phòng ngự,Europe,Europe,Bottom Tier
1288,Getafe CF,Laliga,20,Spain,193,Centre-Forward,left,2.5,1.0,5.0,14.0,704.0,2,0,5,0,1.2,51.4,4.3,1,6.6,8.1,4.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.0,0.6,0.8,0.7,1.6,0.9,1.4,0.1,0.0,0.1,0.0,0.2,0.2,0.0,0.2,0.3,9.7,0.0,0.3,5.0,4.5,1.7,0.9,0.0,0.0,0.0,0.0,1.2,0.3,0.0,0.9,0.5,0.2,0.7,1.252762968495368,5,Tiền đạo,Europe,Europe,Bottom Tier
1289,RCD Espanyol Barcelona,Laliga,28,Spain,174,Right-Back,both,2.0,1.0,13.0,12.0,1157.0,1,4,2,0,0.7,78.8,0.4,1,6.46,0.8,0.4,0.4,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.3,0.1,0.0,1.0,0.4,0.1,0.6,0.8,0.5,0.0,0.0,0.0,0.0,0.4,1.2,0.3,0.9,0.0,16.2,0.7,1.4,12.0,2.1,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.1,0.5,0.6,1.0,1.0986122886681098,2,Phòng ngự,Europe,Europe,Bottom Tier
1290,Atlético de Madrid,Laliga,30,Argentina,171,Right Winger,right,15.0,13.0,3.0,23.0,695.0,3,1,3,1,1.2,78.6,0.0,0,6.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.8,0.5,1.2,0.4,0.5,0.1,0.0,0.1,0.0,0.2,0.3,0.0,0.3,0.2,8.5,0.2,0.1,6.5,1.7,1.0,0.5,0.0,0.0,0.0,0.0,1.2,0.1,0.1,1.0,0.3,0.4,0.7,2.772588722239781,5,Tiền đạo,American,Other,Mid-High Tier
1291,Real Betis Balompié,Laliga,20,Spain,167,Right-Back,right,2.5,1.0,4.0,0.0,345.0,0,1,0,0,0.3,78.2,1.3,1,6.95,3.0,1.3,1.8,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.5,1.5,0.0,0.0,1.3,0.8,1.0,1.8,1.5,1.5,0.0,0.0,0.0,0.0,1.3,0.8,0.0,0.8,0.0,39.0,1.0,2.8,29.5,5.8,1.8,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,2.5,2.3,4.8,1.252762968495368,0,Phòng ngự,Europe,Europe,Bottom Tier
1292,Real Madrid,Laliga,27,Brazil,186,Centre-Back,right,40.0,37.0,11.0,1.0,940.0,1,1,2,0,0.8,89.8,1.8,1,7.02,2.8,1.8,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.1,0.4,0.2,0.0,2.8,0.3,0.4,0.7,0.7,1.5,0.1,0.0,0.1,0.0,1.0,0.5,0.2,0.3,0.0,58.8,4.0,3.0,48.8,3.0,0.5,0.3,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.6,1.6,0.4,2.0,3.713572066704308,2,Phòng ngự,American,Other,Top Tier
1293,Athletic Bilbao,Laliga,31,Spain,180,Right-Back,right,2.5,1.0,6.0,6.0,588.0,0,0,1,0,0.2,78.8,0.4,0,6.27,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.0,1.6,0.3,0.5,0.8,0.2,0.3,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,22.8,0.9,1.8,17.1,3.0,0.3,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.1,0.4,1.5,1.252762968495368,1,Phòng ngự,Europe,Europe,Bottom Tier
1294,Athletic Bilbao,Laliga,31,Spain,175,Central Midfield,right,4.0,1.0,14.0,7.0,1197.0,0,4,5,0,0.4,84.4,0.2,0,6.68,0.7,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.2,0.0,0.4,0.3,0.6,0.9,0.6,1.6,0.0,0.0,0.0,0.0,0.5,1.1,0.0,1.0,0.0,31.4,1.8,1.3,24.8,3.6,0.8,0.7,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,1.6,0.5,2.0,1.6094379124341003,5,Tiền vệ,Europe,Europe,Lower Tier
1295,Athletic Bilbao,Laliga,36,Spain,182,Right-Back,right,1.5,1.0,15.0,8.0,1380.0,0,4,0,0,0.3,79.3,0.3,0,6.62,0.8,0.3,0.5,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.6,0.0,0.0,1.1,0.6,0.1,0.7,0.2,0.6,0.0,0.0,0.0,0.0,0.6,0.8,0.2,0.6,0.0,29.7,1.8,1.9,21.7,4.3,0.4,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,1.2,0.7,1.9,0.9162907318741551,0,Phòng ngự,Europe,Europe,Bottom Tier
1296,Celta de Vigo,Laliga,25,Spain,184,Right-Back,right,20.0,13.0,26.0,3.0,2310.0,3,6,6,1,1.0,81.1,0.3,0,6.67,0.7,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.8,0.2,0.0,1.0,1.1,0.8,1.9,0.8,0.7,0.1,0.0,0.1,0.0,0.7,0.9,0.2,0.7,0.1,51.8,2.9,2.9,39.1,6.9,1.2,0.4,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.3,1.1,1.2,2.3,3.044522437723423,8,Phòng ngự,Europe,Europe,Mid-High Tier
1297,CD Leganés,Laliga,26,Spain,174,Attacking Midfield,right,2.0,13.0,12.0,13.0,1221.0,1,4,6,1,1.1,77.3,0.4,2,6.53,1.3,0.4,0.9,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.2,0.0,0.7,1.2,0.8,2.0,0.9,0.7,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.5,0.0,18.0,0.9,1.0,13.0,3.1,1.3,0.4,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.3,1.2,0.6,1.8,1.0986122886681098,8,Tiền đạo,Europe,Europe,Bottom Tier
1298,Rayo Vallecano,Laliga,37,Argentina,180,Attacking Midfield,right,0.8,1.0,6.0,10.0,478.0,1,0,1,0,0.3,86.6,0.3,0,6.25,0.7,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.3,0.7,0.5,1.2,0.7,1.1,0.1,0.0,0.1,0.0,0.3,0.4,0.1,0.4,0.1,17.3,0.3,0.4,14.6,1.9,1.4,1.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.3,0.4,0.4,0.8,0.5877866649021191,1,Tiền đạo,American,Other,Bottom Tier
1299,Rayo Vallecano,Laliga,30,Spain,177,Central Midfield,right,3.5,25.0,17.0,14.0,1637.0,0,0,3,0,0.1,83.1,0.9,0,6.41,2.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.9,0.1,0.0,1.4,0.2,0.2,0.3,0.9,1.6,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.3,0.0,23.7,0.9,1.1,18.7,2.9,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.7,1.2,2.9,1.5040773967762742,3,Tiền vệ,Europe,Europe,Lower Tier
