,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Unnamed: 0,CLB,Main_position,Foot,Contract,Market_Value
197,Toulouse,33 years old (15-01-1992),"1,80m",Norway,"Attacking Midfielder (Centre, Left, Right), Forward",3.3,1.3,2,-,-,-,-,-,0.1,0.1,0.1,0.1,0.3,0.1,-,0.6,0.8,1.2,2,0.8,1.2,0.2,0.1,0.1,-,0.2,0.6,-,0.6,0.2,11.7,0.1,0.2,8.6,2.8,1.6,1.2,-,-,-,-,1.6,0.4,0.2,1,0.3,0.2,0.6,Joshua King,18(7),1444,5,2,2,-,1.6,74.7,1.3,2,6.7,Ligue1,154,FC Toulouse,Centre-Forward,right,"Jun 30, 2025",€2.00m
198,Le Havre,23 years old (24-09-2001),"1,78m",Guadeloupe,"Midfielder (Left, Right), Forward",1.3,0.3,0.9,-,-,-,-,-,-,0.1,-,0.3,0.6,0.2,-,1.1,1,0.8,1.8,1.7,1,0.1,-,0.1,-,0.2,0.9,0.1,0.8,0.3,16.7,0.5,0.5,12.3,3.5,1.8,1.2,-,-,-,-,1,0.2,-,0.8,1.3,0.3,1.6,Josue Casimir,20(4),1738,3,2,4,-,1,76.3,0.3,1,6.6,Ligue1,175,Le Havre AC,Right Winger,right,"Jun 30, 2025",€3.50m
199,Paris Saint-Germain,20 years old (27-09-2004),"1,74m",Portugal,Defensive Midfielder (C),1.2,0.8,0.4,0.1,-,-,-,-,0.2,0.3,0.3,0.1,0.7,-,-,0.7,0.5,0.6,1.1,1.1,0.6,0.1,-,0.1,-,0.8,1.2,0.2,1,0.1,55.2,2.3,0.6,48.6,3.7,0.9,0.6,-,-,-,-,1,0.2,0.1,0.6,2.3,0.6,2.9,Joao Neves,20(7),1730,3,8,1,-,1,92.2,0.8,4,7.18,Ligue1,320,Paris Saint-Germain,Defensive Midfield,right,"Jun 30, 2029",€65.00m
200,Auxerre,31 years old (29-08-1993),"1,90m",Brazil,Defender (Centre),3.6,2.6,1,-,-,-,-,-,-,-,1.2,0.1,0.9,0.2,-,6.6,-,0.1,0.1,0.7,0.9,0.2,0.1,0.1,-,0.8,0.2,-,0.2,-,33.7,2.2,2.8,26.8,1.9,0.3,0.1,-,-,-,-,1.1,0.2,0.2,0.7,2.1,0.4,2.5,Jubal,28,2463,6,-,6,-,1.1,86,2.6,2,7.09,Ligue1,6,AJ Auxerre,Centre-Back,right,"Jun 30, 2025",€2.00m
201,Brest,27 years old (03-08-1997),"1,84m",France,Defender (Centre),3,1.8,1.2,-,-,-,-,-,0.1,0.1,0.9,0.3,0.3,0.2,-,4.4,0.1,0.3,0.4,0.8,0.8,-,-,-,-,2.1,0.3,0.1,0.2,-,50.4,4.4,3.6,39.5,2.9,0.2,0.4,-,-,-,-,0.6,-,0.1,0.6,1.7,0.3,2,Julien Le Cardinal,15(1),1379,-,1,3,-,0.6,87.2,1.8,-,6.79,Ligue1,388,Stade Brestois 29,Centre-Back,right,"Jun 30, 2027",€1.50m
202,Lens,19 years old (11-04-2006),"1,95m",,Defender (Centre),3,2.1,0.9,-,-,-,-,-,-,-,0.7,-,0.1,0.3,-,3.9,-,0.4,0.4,0.1,0.6,-,-,-,-,1.6,0.1,-,0.1,-,35.1,0.4,0.1,32.4,2.1,0.3,0.3,-,-,-,-,0.3,-,-,0.3,1.6,0.3,1.9,Juma Bah,5(2),417,-,-,2,-,0.3,93.5,2.1,-,6.89,Ligue1,338,RC Lens,Centre-Back,right,"Jun 30, 2025",€4.00m
203,Le Havre,21 years old (11-05-2003),"1,84m",France,Defensive Midfielder (C),1.4,0.8,0.7,0.1,-,-,-,-,-,0.1,0.2,0.2,0.7,0.1,0.1,1.6,0.8,0.7,1.4,0.6,1.9,0.1,-,-,0.1,0.8,0.6,0.2,0.3,-,37.6,3.3,2.4,28.7,3.1,0.8,1.6,-,-,-,-,1.4,0.8,0.1,0.6,2.7,0.7,3.3,Junior Mwanga,9,774,1,1,1,1,1.4,85.2,0.8,1,6.64,Ligue1,165,Le Havre AC,Defensive Midfield,both,"Jun 30, 2025",€6.00m
204,Reims,32 years old (09-03-1993),"1,76m",Japan,"Midfielder (Left, Right), Forward",1.4,0.5,0.9,0.1,-,-,-,-,-,0.1,0.1,0.1,0.9,-,-,0.4,1.9,1.5,3.3,1,0.5,0.1,0.1,-,-,0.4,2.6,0.6,2,0.3,29.8,0.7,1.1,21.8,6.1,2.6,1.2,-,-,-,-,1,0.3,0.2,0.5,1.4,1.4,2.8,Junya Ito,30(1),2588,4,3,1,-,1,75.8,0.5,4,6.98,Ligue1,431,Stade Reims,Right Winger,right,"Jun 30, 2026",€8.00m
205,Brest,19 years old (14-09-2005),"1,85m",France,Defender,2,0.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.5,0.5,0.5,-,-,0.5,-,0.5,-,0.5,-,30,1.5,3.5,20.5,4.5,0.5,0.5,-,-,-,-,1,1,-,-,1,-,1,Justin Bourgault,2,123,1,-,-,-,1,73.3,0.5,-,6.65,Ligue1,392,Stade Brestois 29,Left-Back,left,"Jun 30, 2029",€300k
206,Nice,28 years old (03-01-1997),"1,72m",Ivory Coast,"Attacking Midfielder (Centre, Left, Right), Forward",0.4,0.2,0.2,-,-,-,-,-,0.1,0.1,-,0.1,0.7,-,-,0.1,1.9,1.3,3.2,0.9,0.1,0.1,-,0.1,-,0.2,1.2,0.2,1,0.3,18.2,0.4,0.1,15.2,2.6,0.9,0.8,-,-,-,-,1.4,0.5,0.1,0.9,0.5,0.2,0.7,Jeremie Boga,12(8),1018,1,1,-,-,1.4,85.4,0.2,-,6.56,Ligue1,250,OGC Nice,Left Winger,right,"Jun 30, 2027",€12.00m
207,Rennes,19 years old (13-07-2005),"1,90m",France,Defender (Centre),3.3,2.1,1.2,-,-,-,-,-,0.1,0.1,0.3,0.2,0.6,-,-,4.6,0.3,0.6,0.9,0.7,1.2,-,-,-,-,2.3,0.4,-,0.4,-,47.3,2.8,1.8,38,4.8,0.4,0.3,-,-,-,-,0.9,-,0.1,0.8,2.4,0.8,3.2,Jeremy Jacquet,9,778,-,1,-,-,0.9,86.2,2.1,2,7.2,Ligue1,444,Stade Rennais FC,Centre-Back,right,"Jun 30, 2027",€5.00m
208,Brest,22 years old (18-02-2003),"1,70m",Mali,Attacking Midfielder (Centre),1.1,0.3,0.8,-,-,-,-,-,-,0.1,-,0.1,0.5,-,-,0.4,0.5,0.6,1.1,0.6,0.6,0.1,-,-,-,0.9,0.9,0.2,0.6,-,19.1,0.8,0.6,15.5,2.3,1.4,0.7,-,-,-,-,0.7,0.4,0.1,0.3,1.3,0.6,1.9,Kamory Doumbia,10(17),1104,2,2,1,-,0.7,84.9,0.3,-,6.57,Ligue1,402,Stade Brestois 29,Attacking Midfield,right,"Jun 30, 2029",€5.00m
209,Strasbourg,35 years old (28-01-1990),"1,88m",Sweden,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,36,3,6.3,25.7,1,-,-,5.3,0.3,3.7,1.3,-,-,-,-,-,0.3,0.3,Karl Johan Johnsson,3,270,-,-,-,-,-,79.6,0.3,-,6.93,Ligue1,360,RC Strasbourg Alsace,Goalkeeper,right,"Jun 30, 2026",€400k
210,Monaco,20 years old (14-10-2004),"1,76m",France,"Defender (Left), Midfielder (Left)",1,0.3,0.7,-,-,-,-,-,0.1,0.1,-,-,0.5,0.2,-,0.2,0.8,0.4,1.3,0.2,0.8,-,-,-,-,0.4,0.5,-,0.5,-,12.9,0.4,0.6,9.9,2,1,0.6,-,-,-,-,0.2,0.1,-,0.1,0.8,0.8,1.6,Kassoum Ouattara,5(7),391,-,1,2,-,0.2,80,0.3,-,6.26,Ligue1,61,AS Monaco,Left-Back,left,"Jun 30, 2028",€8.00m
211,Rennes,22 years old (02-01-2003),"1,78m",Belgium,"Attacking Midfielder (Centre, Left, Right), Forward",0.1,-,0.1,-,-,-,-,-,0.1,0.1,-,-,0.3,-,-,-,0.9,1.3,2.1,0.1,0.1,-,-,-,-,-,1.5,0.4,1.1,0.1,13.3,0.6,0.1,11.4,1.1,0.3,0.4,-,-,-,-,0.6,0.4,-,0.3,0.4,0.4,0.8,Kazeem Olaigbe,2(6),210,-,1,-,-,0.6,90.6,-,-,6.53,Ligue1,456,Stade Rennais FC,Left Winger,right,"Jun 30, 2029",€4.00m
212,Reims,24 years old (28-07-2000),"1,80m",,Attacking Midfielder (Left),0.7,0.2,0.5,-,-,-,-,-,-,0.1,-,-,0.7,0.1,-,0.6,1.5,0.8,2.3,0.3,0.9,0.4,-,0.3,-,0.4,0.6,-,0.6,0.3,21.1,0.8,0.8,15.6,3.9,2.1,1.3,-,-,-,-,2.5,0.7,0.1,1.7,0.8,0.6,1.4,Keito Nakamura,29(1),2482,11,2,4,-,2.5,77.7,0.2,1,6.77,Ligue1,428,Stade Reims,Left Winger,right,"Jun 30, 2028",€10.00m
213,Nantes,27 years old (08-02-1998),"1,80m",France,"Defender (Centre, Left, Right), Midfielder (Right)",1.3,0.6,0.7,-,-,-,-,-,-,-,0.3,0.4,0.2,0.2,-,2.6,0.3,0.4,0.7,0.4,0.9,-,-,-,-,0.4,0.5,0.1,0.4,-,22.5,1.1,1.5,17.3,2.6,0.6,0.4,-,-,-,-,0.2,0.1,-,0.1,1.9,0.2,2,Kelvin Amian,21(6),2004,1,-,5,-,0.2,81.6,0.6,-,6.51,Ligue1,115,FC Nantes,Right-Back,right,"Jun 30, 2028",€2.50m
214,Brest,33 years old (03-10-1991),"1,78m",France,"Defender (Left, Right), Midfielder (Right)",0.6,0.2,0.4,0.1,-,-,-,-,-,0.1,0.3,0.4,0.6,0.2,-,2.1,0.3,0.4,0.7,0.5,0.6,0.1,-,0.1,-,0.9,1.3,0.4,0.9,-,46.6,3.9,3,33.9,5.7,0.9,0.4,-,-,-,-,0.4,0.3,-,0.1,2.3,0.6,3,Kenny Lala,26(1),2416,3,2,5,-,0.4,81.2,0.2,-,6.78,Ligue1,394,Stade Brestois 29,Right-Back,right,"Jun 30, 2027",€2.50m
215,Montpellier,20 years old (09-06-2004),"1,72m",France,"Midfielder (Centre, Left)",0.8,0.4,0.3,-,-,-,-,-,-,-,0.1,0.2,0.8,0.2,-,0.7,0.8,0.8,1.6,1.3,1,-,-,-,-,0.4,0.3,0.1,0.2,-,24.7,1.7,0.6,19.8,2.7,0.9,0.6,-,-,-,-,0.7,0.4,-,0.3,1.7,0.6,2.2,Khalil Fayad,8(10),846,-,-,4,-,0.7,86.7,0.4,-,6.32,Ligue1,223,Montpellier HSC,Central Midfield,right,"Jun 30, 2027",€4.00m
216,Paris Saint-Germain,24 years old (12-02-2001),"1,83m",Georgia,"Attacking Midfielder (Centre, Left, Right), Forward",0.5,0.2,0.3,0.1,-,-,-,-,0.2,0.2,-,0.1,0.5,-,-,0.2,2,1.5,3.5,1.4,0.7,0.2,-,0.2,-,0.2,1.7,0.2,1.5,-,35.1,0.5,0.3,30.6,3.7,1.2,1.8,-,-,-,-,2.1,1,0.2,0.9,1.5,0.8,2.2,Khvicha Kvaratskhelia,10(3),830,2,3,-,-,2.1,88.6,0.2,2,7.14,Ligue1,325,Paris Saint-Germain,Left Winger,both,"Jun 30, 2029",€80.00m
217,Auxerre,23 years old (18-01-2002),"1,83m",Netherlands,"Defender (Left, Right), Midfielder (Right)",1.4,0.8,0.6,-,-,-,-,-,-,0.1,0.1,0.2,1.1,-,-,2.2,0.8,0.3,1.1,0.4,0.7,-,-,-,-,0.7,0.8,0.2,0.6,-,27.4,1.4,2,18.4,5.5,1.1,0.4,-,-,-,-,0.4,0.2,-,0.2,1.7,0.9,2.6,Ki Jana Hoever,25(3),2046,1,2,1,1,0.4,72.5,0.8,-,6.61,Ligue1,9,AJ Auxerre,Right-Back,right,"Jun 30, 2025",€4.50m
218,Montpellier,28 years old (15-04-1997),"1,92m",Mali,Defender (Centre),4.3,2.5,1.7,-,-,-,-,-,-,-,1.1,-,0.5,0.4,0.1,5.3,-,-,-,0.7,1.4,-,-,-,-,1.1,0.1,-,0.1,0.4,25.1,1,2.2,19.9,2,0.3,0.1,-,-,-,-,0.7,0.1,0.3,0.4,2.3,1,3.3,Kiki Kouyate,8(3),755,-,-,4,1,0.7,83.3,2.5,-,6.43,Ligue1,212,Montpellier HSC,Centre-Back,right,"Jun 30, 2026",€3.50m
219,Toulouse,26 years old (12-06-1998),"1,87m",Norway,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5,3.8,7.8,7.7,0.2,-,-,1.5,0.3,0.7,0.5,-,-,-,-,-,-,-,Kjetil Haug,5(1),497,-,-,-,-,-,59,-,-,6.34,Ligue1,133,FC Toulouse,Goalkeeper,right,"Jun 30, 2026",€600k
220,Monaco,26 years old (25-02-1999),"1,75m",Senegal,"Defender (Left, Right), Midfielder (Centre, Left, Right), Forward",1.4,0.8,0.6,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.7,0.1,0.4,0.4,0.3,0.7,-,-,-,-,0.4,0.2,0.1,0.1,0.1,13.8,0.4,0.7,10.3,2.3,0.5,0.1,-,-,-,-,0.1,-,-,0.1,1.1,0.6,1.6,Krepin Diatta,2(14),418,-,-,1,-,0.1,78.2,0.8,-,6.27,Ligue1,74,AS Monaco,Right Winger,right,"Jun 30, 2025",€10.00m
221,Rennes,30 years old (20-01-1995),"1,70m",Japan,Forward,0.7,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.7,-,-,-,-,-,-,-,-,-,1.8,-,0.3,0.5,1,0.5,0.2,-,-,-,-,0.2,0.2,-,-,0.3,-,0.3,Kyogo Furuhashi,1(5),121,-,-,-,-,0.2,27.3,0.3,-,5.97,Ligue1,461,Stade Rennais FC,Centre-Forward,right,"Jun 30, 2027",€12.00m
222,Auxerre,20 years old (28-06-2004),"1,83m",France,Midfielder (Centre),1.5,0.6,0.9,-,-,-,-,-,-,-,0.1,-,0.6,-,-,0.9,0.9,1,1.9,0.8,1,-,-,-,-,0.9,1.1,0.2,1,0.1,31.7,1.8,1.2,24.5,4.2,1.1,1.1,-,-,-,-,0.8,0.2,-,0.5,2.2,1.2,3.4,Kevin Danois,16(6),1459,-,-,1,-,0.8,82.9,0.6,-,6.73,Ligue1,16,AJ Auxerre,Central Midfield,right,"Jun 30, 2028",€4.00m
223,Monaco,21 years old (01-01-2004),"1,73m",Senegal,Midfielder (Centre),1.6,0.9,0.8,0.1,0.1,-,-,-,-,0.2,0.1,0.1,0.9,0.3,-,1,0.4,0.4,0.9,1.3,1.6,0.1,-,-,-,1,1.6,0.7,0.9,-,46.1,2.6,1.3,37.6,4.6,1.4,0.7,-,-,-,-,1,0.7,-,0.2,2.3,0.7,3.1,Lamine Camara,23(4),1899,2,6,8,1,1,87.1,0.9,2,7.01,Ligue1,67,AS Monaco,Central Midfield,right,"Jun 30, 2029",€20.00m
224,Saint-Etienne,27 years old (26-01-1998),"1,88m",France,Defensive Midfielder (C),1.4,0.4,1,-,-,-,-,-,-,-,0.1,-,0.9,0.3,-,0.7,0.1,0.3,0.4,0.3,1.9,-,-,-,-,0.6,0.1,-,0.1,0.1,20.6,1.1,0.9,16.1,2.4,1.1,0.3,-,-,-,-,0.1,0.1,-,-,1.1,0.7,1.9,Lamine Fomba,3(4),216,-,-,2,-,0.1,84,0.4,-,6.06,Ligue1,92,AS Saint-Étienne,Defensive Midfield,right,"Jun 30, 2026",€700k
225,Auxerre,25 years old (08-12-1999),"1,86m",Mali,"Attacking Midfielder (Left, Right), Forward",2.6,0.8,1.8,0.1,-,0.1,-,-,0.1,0.2,0.1,0.1,0.5,0.2,-,1,1.5,0.8,2.2,0.9,1,0.1,-,0.1,-,0.3,1.1,-,1.1,0.4,18.6,0.3,0.3,14.3,3.6,1.4,1.2,-,-,-,-,1.7,0.4,0.1,1.2,1,0.4,1.4,Lassine Sinayoko,22(9),2046,3,7,5,-,1.7,78.8,0.8,-,6.73,Ligue1,18,AJ Auxerre,Left Winger,right,"Jun 30, 2026",€3.50m
226,Auxerre,22 years old (19-10-2002),"1,76m",Ivory Coast,Midfielder,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,1,0.5,-,0.5,-,0.5,-,-,-,-,-,-,4.5,-,-,4.5,-,0.5,-,-,-,-,-,1,-,-,1,-,-,-,Lasso Coulibaly,0(2),36,1,-,-,-,1,100,-,-,6.45,Ligue1,21,AJ Auxerre,Right Winger,right,"Jun 30, 2028",€1.50m
227,Marseille,26 years old (26-01-1999),"1,87m",Argentina,Defender (Centre),2.4,1.5,0.8,-,-,-,-,-,-,-,0.6,-,0.4,0.3,-,2.7,0.3,0.8,1,0.8,1,-,-,-,-,1.3,0.3,-,0.3,-,95.8,2.7,1.9,87.5,3.7,0.8,0.5,-,-,-,-,0.5,0.2,-,0.3,2,0.8,2.8,Leonardo Balerdi,24,2006,-,-,6,1,0.5,94.1,1.5,-,6.81,Ligue1,286,Olympique Marseille,Centre-Back,right,"Jun 30, 2028",€20.00m
228,Rennes,25 years old (02-11-1999),"1,86m",France,"Defender (Centre, Left)",2.8,2.3,0.5,-,-,-,-,-,-,-,0.9,0.2,0.5,-,-,4.3,0.2,0.2,0.4,1,0.5,0.1,0.1,-,-,1.8,0.5,0.1,0.4,-,63.6,3.5,4,51.5,4.6,0.5,0.1,-,-,-,-,1.2,0.3,0.3,0.6,0.9,0.2,1.1,Lilian Brassier,11,966,1,-,-,-,1.2,86.4,2.3,-,7.06,Ligue1,439,Stade Rennais FC,Centre-Back,left,"Jun 30, 2025",€10.00m
229,Angers,24 years old (16-06-2000),"1,78m",France,Defender (Right),0.9,0.5,0.3,-,-,-,-,-,-,0.1,0.1,0.1,0.3,-,0.1,1.5,0.7,0.9,1.6,0.3,0.5,-,-,-,-,0.5,0.4,0.1,0.3,0.1,13.9,0.5,1.1,10.2,2.2,0.6,0.5,-,-,-,-,0.3,0.3,-,0.1,1.4,0.7,2.2,Lilian Raolisoa,11(15),1075,-,2,-,2,0.3,76.5,0.5,-,6.41,Ligue1,36,Angers SCO,Right-Back,right,"Jun 30, 2026",€700k
230,Rennes,24 years old (22-06-2000),"1,81m",France,"Defender (Right), Midfielder (Right)",1.8,1.1,0.7,0.1,-,-,-,-,0.1,0.1,0.1,0.6,0.6,0.3,-,1.8,1.5,0.8,2.3,0.8,1.7,0.1,-,0.1,-,0.8,0.9,-,0.9,0.2,32,0.7,0.9,25.4,5,1.9,1.2,-,-,-,-,0.7,0.2,-,0.4,1.6,0.8,2.3,Lorenz Assignon,25(4),2155,3,4,8,-,0.7,81.7,1.1,2,6.76,Ligue1,447,Stade Rennais FC,Right-Back,right,"Jun 30, 2028",€9.00m
231,Nantes,19 years old (23-01-2006),"1,84m",,Midfielder (Centre),0.6,0.3,0.3,-,-,-,-,-,0.1,0.1,0.1,0.1,1.1,0.1,-,1.1,0.7,0.3,1,0.7,0.5,0.1,-,0.1,-,0.4,0.8,-,0.8,-,13.5,0.6,0.6,10.5,1.8,0.6,0.3,-,-,-,-,0.5,0.1,-,0.5,1.5,0.3,1.8,Louis Leroux,6(7),608,1,1,1,-,0.5,82.4,0.3,-,6.52,Ligue1,123,FC Nantes,Attacking Midfield,left,"Jun 30, 2028",€2.00m
232,Saint-Etienne,22 years old (03-06-2002),"1,80m",France,Midfielder (Centre),0.7,0.2,0.5,-,-,-,-,-,-,-,0.1,0.2,0.6,0.1,-,0.7,0.5,0.5,1,0.3,1,-,-,-,-,0.5,0.7,0.2,0.5,0.1,22.8,1.3,0.6,17.5,3.4,0.6,0.6,-,-,-,-,0.8,0.5,0.1,0.2,2,0.7,2.6,Louis Mouton,12(10),1015,-,1,2,-,0.8,82.6,0.2,-,6.4,Ligue1,95,AS Saint-Étienne,Central Midfield,right,"Jun 30, 2025",€800k
233,Le Havre,34 years old (15-01-1991),"1,81m",Hungary,"Defender (Right), Midfielder (Centre, Right)",1.1,0.6,0.5,-,-,-,-,-,-,-,0.1,0.2,0.5,0.1,-,2.5,0.5,0.5,1,0.9,0.8,-,-,-,-,1,0.4,-,0.4,0.2,31.7,1.8,2.1,23,4.8,0.6,0.3,-,-,-,-,0.4,0.1,-,0.3,1.8,0.6,2.4,Loic Nego,25(3),2193,-,-,3,-,0.4,78,0.6,-,6.44,Ligue1,163,Le Havre AC,Right-Back,right,"Jun 30, 2025",€800k
234,Lille,23 years old (06-11-2001),"1,89m",France,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,0.2,-,-,-,-,-,-,0.1,0.1,-,-,27.8,4.7,6.3,16.5,0.2,-,-,2.7,0.2,1.7,0.8,-,-,-,-,0.1,-,0.1,Lucas Chevalier,31,2790,-,-,-,-,-,76.5,0.2,-,6.75,Ligue1,181,LOSC Lille,Goalkeeper,right,"Jun 30, 2027",€30.00m
235,Paris Saint-Germain,29 years old (14-02-1996),"1,84m",France,"Defender (Centre, Left)",1.1,0.7,0.4,-,-,-,-,-,-,-,0.3,0.2,0.4,0.1,-,2.2,0.1,0.1,0.1,0.4,0.6,-,-,-,-,0.4,0.1,-,0.1,-,49.2,1.2,1.9,44,2.1,0.4,0.1,-,-,-,-,0.2,0.1,-,0.1,1.5,0.4,1.9,Lucas Hernandez,8(6),740,-,-,2,-,0.2,91.9,0.7,-,6.55,Ligue1,317,Paris Saint-Germain,Left-Back,left,"Jun 30, 2028",€30.00m
236,Monaco,19 years old (22-06-2005),-,France,Forward,1.1,0.4,0.7,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.4,0.1,0.6,0.6,0.7,-,-,-,-,0.1,0.1,-,0.1,-,5.1,-,0.1,4.4,0.6,0.1,0.1,-,-,-,-,0.4,-,-,0.4,0.7,0.3,1,Lucas Michal,0(7),94,-,-,-,-,0.4,86.1,0.4,-,6.19,Ligue1,72,AS Monaco,Left Winger,right,"Jun 30, 2029",€500k
237,Montpellier,21 years old (05-01-2004),"1,79m",,Defender (Left),1,0.7,0.3,-,-,-,-,-,-,-,0.3,-,0.1,-,-,2.4,0.3,-,0.3,0.7,0.7,0.1,-,0.1,-,0.9,0.4,0.3,0.1,-,27.9,1.9,1.4,21.1,3.4,0.7,0.1,-,-,-,-,0.4,0.1,0.1,0.1,1.3,0.7,2,Lucas Mincarelli,5(2),446,1,-,-,-,0.4,82.6,0.7,-,6.42,Ligue1,217,Montpellier HSC,Left-Back,left,"Jun 30, 2027",€900k
238,Lyon,27 years old (10-12-1997),"1,97m",Brazil,Goalkeeper,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,26.8,3.8,7,15.8,0.2,-,0.1,3.6,0.1,2,1.5,-,-,-,-,-,0.1,0.2,Lucas Perri,30,2700,-,-,1,-,-,73,0.5,2,6.86,Ligue1,259,Olympique Lyon,Goalkeeper,right,"Jun 30, 2028",€10.00m
239,Saint-Etienne,20 years old (29-11-2004),"1,83m",Belgium,Forward,1.8,0.6,1.1,-,-,-,-,-,0.1,0.1,-,-,0.4,0.1,-,0.3,0.9,0.8,1.6,0.9,1.1,0.4,0.1,0.3,-,0.1,0.6,-,0.6,0.3,16.8,0.3,0.1,12.5,3.9,2.1,0.7,-,-,-,-,1.6,0.3,0.2,1.1,0.6,0.5,1.1,Lucas Stassin,23(5),1897,12,4,4,-,1.6,76.4,0.6,3,6.79,Ligue1,101,AS Saint-Étienne,Centre-Forward,right,"Jun 30, 2028",€7.00m
240,Brest,20 years old (24-03-2005),"1,78m",Ivory Coast,Defender (Right),1.2,0.9,0.3,-,-,-,-,-,-,-,0.2,-,0.7,0.2,-,1.7,1.2,0.3,1.5,0.8,0.7,-,-,-,-,1.1,0.3,-,0.3,0.1,19.6,0.8,1,15.5,2.2,0.7,0.4,-,-,-,-,0.6,0.4,-,0.2,2.5,0.6,3.1,Luck Zogbe,7(6),637,-,-,2,-,0.6,83.5,0.9,-,6.57,Ligue1,393,Stade Brestois 29,Right-Back,right,"Jun 30, 2027",€3.00m
241,Brest,31 years old (25-02-1994),"1,96m",France,Forward,8.6,4.2,4.4,-,-,-,-,-,0.1,0.1,0.2,-,0.5,0.2,-,0.8,0.3,0.2,0.5,0.8,2,0.4,0.2,0.2,-,0.2,1.1,0.1,1.1,0.4,20.8,0.8,0.3,13.6,6.1,1.9,0.3,-,-,-,-,1.6,0.1,0.4,1.1,0.8,0.8,1.6,Ludovic Ajorque,26(2),2253,12,2,5,-,1.6,69.2,4.2,2,7.06,Ligue1,408,Stade Brestois 29,Centre-Forward,left,"Jun 30, 2025",€4.00m
242,Rennes,27 years old (31-12-1997),"1,80m",France,"Midfielder (Centre, Left, Right), Forward",1.9,0.5,1.4,0.1,-,-,-,-,0.1,0.3,0.1,-,0.5,0.2,-,0.3,2.6,1.5,4.1,1.8,1.1,0.2,-,0.2,-,0.5,1.7,0.6,1.1,-,27.8,1.3,0.7,21.3,4.5,2.6,1.5,-,-,-,-,2,0.6,-,1.3,1.3,0.7,2,Ludovic Blas,23(3),2051,6,7,6,-,2,81.3,0.5,2,7.11,Ligue1,457,Stade Rennais FC,Right Winger,left,"Jun 30, 2027",€18.00m
243,Marseille,23 years old (14-12-2001),"1,81m",Brazil,"Midfielder (Left, Right)",0.1,-,0.1,-,-,-,-,-,0.2,0.2,0.1,-,0.4,-,-,1,1.3,1.6,2.8,0.3,0.3,0.2,0.1,0.1,-,0.3,1.6,0.1,1.5,0.3,39.1,0.9,0.9,32.1,5.1,0.9,0.5,-,-,-,-,0.9,0.2,0.2,0.5,0.5,-,0.5,Luis Henrique,28(3),2505,7,6,-,-,0.9,84.6,-,3,7.02,Ligue1,305,Olympique Marseille,Right Winger,right,"Jun 30, 2028",€18.00m
244,Marseille,28 years old (22-03-1997),"1,87m",Italy,Defender (Centre),1.5,-,1.5,-,-,-,-,-,-,-,1,-,-,-,-,0.5,0.5,-,0.5,-,-,-,-,-,-,0.5,-,-,-,-,15,-,-,13.5,1.5,-,-,-,-,-,-,-,-,-,-,1,0.5,1.5,Luiz Felipe,1(1),75,-,-,-,-,-,90,-,-,6.09,Ligue1,287,Olympique Marseille,Centre-Back,right,"Jun 30, 2026",€6.00m
245,Saint-Etienne,28 years old (15-04-1997),"1,88m",France,"Defender (Centre, Left)",2.6,1.4,1.3,-,-,-,-,-,0.1,0.1,0.9,0.4,0.8,0.1,-,3,0.2,0.2,0.4,0.8,0.7,-,-,-,-,1.3,0.5,0.1,0.4,-,37.2,1,2.4,29,4.8,0.7,0.6,-,-,-,-,0.2,-,-,0.2,2.1,0.5,2.6,Leo Petrot,26(2),2367,-,3,4,-,0.2,80.5,1.4,-,6.59,Ligue1,88,AS Saint-Étienne,Left-Back,left,"Jun 30, 2025",€1.00m
